11934,18,,,,,,,,,,,,,,,,
"Lever_position","ship_speed","gt_torque","gt_revs","gg_revs","star_prop_torque","port_prop_torque","hp_exit_temp","gt_in_airT","gt_out_airT","HP_exit_pres","GT_in_pres","GT_out_pres","gas_exhaust_pres","turb_injec","fuel_flow","GT_compre_coef","GT_turb_coef"
9.3,27,72779,3560.6,9794.3,645.15,645.15,1097.3,288,786.24,4.472,0.998,22.244,1.049,90.36,1.789,0.95,0.996
1.138,3,788.27,1372.1,6748.9,8.843,8.843,462.43,288,550.44,1.117,0.998,5.946,1.019,0,0.081,0.95,0.997
2.088,6,4799,1344.9,6865.3,22.463,22.463,567.38,288,569.74,1.257,0.998,6.739,1.019,23.074,0.221,0.95,0.997
3.144,9,8381.5,1386.8,7168.9,60.375,60.375,588.07,288,584.3,1.386,0.998,7.415,1.02,12.344,0.244,0.95,0.997
4.161,12,14726,1547.5,7837.3,113.81,113.81,642.09,288,610.31,1.653,0.998,8.81,1.022,17.181,0.34,0.95,0.997
5.14,15,21640,1924.4,8514.9,175.33,175.33,710.07,288,641.66,2.072,0.998,10.948,1.026,25.147,0.498,0.95,0.997
6.175,18,29799,2307.2,8851.1,246.34,246.34,776.23,288,671.54,2.494,0.998,13.056,1.03,34.181,0.677,0.95,0.997
7.148,21,38974,2678.1,9143.5,332.04,332.04,832.21,288,696.22,2.95,0.998,15.306,1.035,44.112,0.873,0.95,0.997
8.206,24,50995,3087.6,9326.6,438.06,438.06,929.64,288,738.28,3.557,0.998,18.168,1.041,60.335,1.194,0.95,0.997
9.3,27,72783,3560.7,9795.1,645.24,645.24,1096.5,288,786.12,4.471,0.998,22.218,1.049,90.263,1.787,0.95,0.997
1.138,3,873.88,1375.2,6753.5,9.022,9.022,464.27,288,550.84,1.121,0.998,5.962,1.019,0,0.083,0.95,0.998
2.088,6,4768.7,1344.8,6867.9,22.448,22.448,565.92,288,569.46,1.256,0.998,6.727,1.019,23.05,0.219,0.95,0.998
3.144,9,8381.6,1386.8,7171.5,60.384,60.384,587.28,288,584.16,1.386,0.998,7.407,1.02,12.311,0.244,0.95,0.998
4.161,12,14726,1547.5,7839.3,113.82,113.82,641.23,288,610.16,1.653,0.998,8.801,1.022,17.139,0.339,0.95,0.998
5.14,15,21640,1924.4,8515.9,175.34,175.34,709.12,288,641.48,2.072,0.998,10.937,1.026,25.093,0.497,0.95,0.998
6.175,18,29799,2307.2,8852.1,246.4,246.4,775.16,288,671.33,2.493,0.998,13.043,1.03,34.111,0.675,0.95,0.998
7.148,21,38974,2678.1,9144,331.99,331.99,831.21,288,696.05,2.949,0.998,15.289,1.035,44.033,0.872,0.95,0.998
8.206,24,50995,3087.6,9327,438.05,438.05,928.63,288,738.14,3.556,0.998,18.148,1.041,60.241,1.193,0.95,0.998
9.3,27,72781,3560.7,9795.8,644.88,644.88,1095.6,288,785.99,4.47,0.998,22.192,1.049,90.159,1.785,0.95,0.998
1.138,3,937.01,1377.4,6757.6,9.148,9.148,465.47,288,551.08,1.124,0.998,5.971,1.019,0,0.085,0.95,0.999
2.088,6,4436.2,1344.7,6870.3,22.42,22.42,556.21,288,567.97,1.245,0.998,6.662,1.019,22.745,0.207,0.95,0.999
3.144,9,8381.7,1386.8,7174.1,60.379,60.379,586.48,288,584.01,1.386,0.998,7.4,1.02,12.277,0.243,0.95,0.999
4.161,12,14727,1547.5,7841.4,113.82,113.82,640.38,288,610,1.653,0.998,8.792,1.022,17.098,0.338,0.95,0.999
5.14,15,21640,1924.4,8516.8,175.34,175.34,708.18,288,641.3,2.072,0.998,10.926,1.026,25.038,0.496,0.95,0.999
6.175,18,29799,2307.2,8853.2,246.39,246.39,774.1,288,671.12,2.493,0.998,13.029,1.03,34.042,0.674,0.95,0.999
7.148,21,38974,2678.1,9144.5,332.12,332.12,830.22,288,695.89,2.949,0.998,15.273,1.035,43.955,0.87,0.95,0.999
8.206,24,50995,3087.6,9327.4,438.1,438.1,927.63,288,737.99,3.555,0.998,18.128,1.041,60.147,1.191,0.95,0.999
9.3,27,72780,3560.7,9796.4,645.18,645.18,1094.7,288,785.86,4.468,0.998,22.165,1.049,90.054,1.783,0.95,0.999
1.138,3,1105.4,1383.8,6764.4,9.515,9.515,469.75,288,551.91,1.131,0.998,6.004,1.019,0,0.09,0.95,1
2.088,6,4178.6,1345,6873,22.462,22.462,548.09,288,566.7,1.237,0.998,6.608,1.019,22.353,0.197,0.95,1
3.144,9,8381.8,1386.8,7176.7,60.388,60.388,585.69,288,583.86,1.386,0.998,7.393,1.02,12.244,0.242,0.95,1
4.161,12,14727,1547.5,7843.4,113.82,113.82,639.53,288,609.84,1.652,0.998,8.784,1.022,17.057,0.338,0.95,1
5.14,15,21641,1924.4,8517.7,175.34,175.34,707.24,288,641.13,2.071,0.998,10.915,1.026,24.984,0.495,0.95,1
6.175,18,29799,2307.2,8854.2,246.34,246.34,773.04,288,670.9,2.492,0.998,13.016,1.03,33.972,0.673,0.95,1
7.148,21,38974,2678.1,9145,332.07,332.07,829.22,288,695.73,2.948,0.998,15.257,1.035,43.877,0.869,0.95,1
8.206,24,50995,3087.6,9327.8,437.95,437.95,926.63,288,737.84,3.554,0.998,18.108,1.041,60.053,1.189,0.95,1
9.3,27,72778,3560.7,9797.1,645.03,645.03,1093.9,288,785.73,4.467,0.998,22.139,1.049,89.951,1.781,0.95,1
1.138,3,395.65,1331.6,6663.6,6.59,6.59,477.7,288,551.15,1.099,0.998,5.976,1.019,17.188,0.105,0.951,0.975
2.088,6,6956.4,1375,6825.5,27.996,27.996,635.18,288,581.4,1.331,0.998,7.281,1.019,11.308,0.287,0.951,0.975
3.144,9,8379.1,1386.8,7109.5,60.352,60.352,605.53,288,587.36,1.389,0.998,7.575,1.02,13.069,0.259,0.951,0.975
4.161,12,14724,1547.5,7790.3,113.78,113.78,661,288,613.63,1.658,0.998,9.008,1.022,18.09,0.358,0.951,0.975
5.14,15,21636,1924.3,8493.8,175.29,175.29,730.95,288,645.39,2.079,0.998,11.198,1.026,26.349,0.522,0.951,0.975
6.175,18,29792,2307.4,8827.3,246.22,246.22,799.89,288,676.15,2.502,0.998,13.358,1.03,35.734,0.707,0.951,0.975
7.148,21,38983,2678.1,9131.9,332.18,332.18,854.06,288,699.63,2.964,0.998,15.682,1.035,45.845,0.908,0.951,0.975
8.206,24,50997,3087.6,9317.9,438.13,438.13,951.44,288,741.44,3.577,0.998,18.636,1.041,62.4,1.235,0.951,0.975
9.3,27,72762,3560.4,9777.3,645.05,645.05,1114.6,288,788.72,4.499,0.998,22.818,1.049,92.476,1.831,0.951,0.975
1.138,3,414.47,1357.1,6682.9,8.013,8.013,464.3,288,551,1.101,0.998,5.972,1.019,2.849,0.079,0.951,0.976
2.088,6,6913.4,1367.2,6823.2,26.553,26.553,635.34,288,580.92,1.327,0.998,7.257,1.019,15.178,0.29,0.951,0.976
3.144,9,8379.2,1386.8,7112.1,60.352,60.352,604.7,288,587.21,1.389,0.998,7.567,1.02,13.035,0.258,0.951,0.976
4.161,12,14724,1547.5,7792.3,113.79,113.79,660.09,288,613.46,1.658,0.998,8.999,1.022,18.047,0.357,0.951,0.976
5.14,15,21636,1924.3,8494.7,175.3,175.3,729.95,288,645.2,2.078,0.998,11.187,1.026,26.292,0.52,0.951,0.976
6.175,18,29793,2307.4,8828.3,246.22,246.22,798.76,288,675.92,2.501,0.998,13.344,1.03,35.661,0.706,0.951,0.976
7.148,21,38982,2678.1,9132.4,332.21,332.21,853.01,288,699.46,2.963,0.998,15.665,1.035,45.763,0.906,0.951,0.976
8.206,24,50997,3087.6,9318.3,438,438,950.39,288,741.28,3.576,0.998,18.614,1.041,62.303,1.233,0.951,0.976
9.3,27,72763,3560.4,9778.1,644.72,644.72,1113.7,288,788.58,4.498,0.998,22.79,1.049,92.369,1.828,0.951,0.976
1.138,3,658.34,1367.7,6692.8,8.615,8.615,470.4,288,552.41,1.112,0.998,6.027,1.019,0,0.085,0.951,0.977
2.088,6,6839.8,1364,6823.8,25.963,25.963,633.43,288,580.44,1.324,0.998,7.235,1.019,16.914,0.289,0.951,0.977
3.144,9,8379.3,1386.8,7114.7,60.355,60.355,603.87,288,587.06,1.389,0.998,7.56,1.02,13,0.257,0.951,0.977
4.161,12,14724,1547.5,7794.3,113.8,113.8,659.19,288,613.3,1.657,0.998,8.99,1.022,18.004,0.356,0.951,0.977
5.14,15,21637,1924.3,8495.6,175.29,175.29,728.95,288,645.02,2.078,0.998,11.175,1.026,26.235,0.519,0.951,0.977
6.175,18,29793,2307.4,8829.3,246.25,246.25,797.63,288,675.69,2.501,0.998,13.33,1.03,35.587,0.705,0.951,0.977
7.148,21,38982,2678.1,9132.9,332.14,332.14,851.97,288,699.28,2.963,0.998,15.647,1.035,45.682,0.904,0.951,0.977
8.206,24,50997,3087.6,9318.7,438.08,438.08,949.35,288,741.11,3.575,0.998,18.593,1.041,62.206,1.231,0.951,0.977
9.3,27,72764,3560.4,9778.9,644.8,644.8,1112.8,288,788.43,4.496,0.998,22.763,1.049,92.261,1.826,0.951,0.977
1.138,3,1364.2,1392.3,6712.3,10.058,10.058,490.89,288,556.52,1.143,0.998,6.189,1.019,0,0.108,0.951,0.978
2.088,6,6812.3,1363.6,6826,25.886,25.886,631.86,288,580.18,1.323,0.998,7.222,1.019,16.83,0.288,0.951,0.978
3.144,9,8379.4,1386.8,7117.3,60.352,60.352,603.04,288,586.91,1.389,0.998,7.552,1.02,12.966,0.257,0.951,0.978
4.161,12,14725,1547.5,7796.3,113.79,113.79,658.29,288,613.14,1.657,0.998,8.981,1.022,17.961,0.356,0.951,0.978
5.14,15,21637,1924.3,8496.5,175.31,175.31,727.96,288,644.83,2.078,0.998,11.164,1.026,26.179,0.518,0.951,0.978
6.175,18,29793,2307.4,8830.4,246.31,246.31,796.5,288,675.47,2.501,0.998,13.317,1.03,35.514,0.703,0.951,0.978
7.148,21,38982,2678.1,9133.4,332.07,332.07,850.93,288,699.11,2.962,0.998,15.63,1.035,45.6,0.903,0.951,0.978
8.206,24,50998,3087.6,9319.1,438.04,438.04,948.3,288,740.95,3.574,0.998,18.571,1.041,62.108,1.23,0.951,0.978
9.3,27,72765,3560.4,9779.7,645.04,645.04,1111.9,288,788.29,4.495,0.998,22.735,1.049,92.155,1.824,0.951,0.978
1.138,3,1546.4,1396.9,6718.1,10.331,10.331,495.85,288,557.49,1.151,0.998,6.228,1.019,0,0.114,0.951,0.979
2.088,6,6804.3,1363.2,6828.3,25.813,25.813,630.89,288,580,1.323,0.998,7.214,1.019,17.081,0.287,0.951,0.979
3.144,9,8379.5,1386.8,7119.8,60.356,60.356,602.21,288,586.76,1.389,0.998,7.545,1.02,12.932,0.256,0.951,0.979
4.161,12,14725,1547.5,7798.4,113.8,113.8,657.4,288,612.97,1.657,0.998,8.972,1.022,17.918,0.355,0.951,0.979
5.14,15,21637,1924.3,8497.5,175.29,175.29,726.97,288,644.65,2.078,0.998,11.152,1.026,26.122,0.517,0.951,0.979
6.175,18,29794,2307.4,8831.4,246.23,246.23,795.37,288,675.24,2.5,0.998,13.303,1.03,35.441,0.702,0.951,0.979
7.148,21,38981,2678.1,9133.9,332.09,332.09,849.89,288,698.93,2.962,0.998,15.613,1.035,45.518,0.901,0.951,0.979
8.206,24,50998,3087.6,9319.4,438.13,438.13,947.26,288,740.79,3.573,0.998,18.55,1.041,62.011,1.228,0.951,0.979
9.3,27,72766,3560.4,9780.5,644.74,644.74,1111,288,788.15,4.494,0.998,22.708,1.049,92.049,1.822,0.951,0.979
1.138,3,2040.3,1407.2,6727.9,10.958,10.958,510.38,288,560.09,1.171,0.998,6.334,1.019,0,0.13,0.951,0.98
2.088,6,6683.8,1360.4,6829.1,25.3,25.3,627.57,288,579.38,1.318,0.998,7.185,1.019,18.426,0.284,0.951,0.98
3.144,9,8379.7,1386.8,7122.4,60.362,60.362,601.39,288,586.61,1.388,0.998,7.538,1.02,12.898,0.255,0.951,0.98
4.161,12,14725,1547.5,7800.4,113.8,113.8,656.5,288,612.81,1.657,0.998,8.963,1.022,17.876,0.354,0.951,0.98
5.14,15,21637,1924.3,8498.4,175.3,175.3,725.98,288,644.47,2.077,0.998,11.141,1.026,26.066,0.516,0.951,0.98
6.175,18,29794,2307.4,8832.4,246.27,246.27,794.25,288,675.02,2.5,0.998,13.289,1.03,35.368,0.7,0.951,0.98
7.148,21,38981,2678.1,9134.4,332.2,332.2,848.86,288,698.76,2.961,0.998,15.596,1.035,45.437,0.9,0.951,0.98
8.206,24,50998,3087.6,9319.8,437.99,437.99,946.22,288,740.62,3.573,0.998,18.529,1.041,61.914,1.226,0.951,0.98
9.3,27,72767,3560.4,9781.3,644.79,644.79,1110.1,288,788.01,4.493,0.998,22.681,1.049,91.943,1.82,0.951,0.98
1.138,3,2518.3,1413.4,6735,11.336,11.336,524.48,288,562.51,1.19,0.998,6.434,1.019,0,0.147,0.951,0.981
2.088,6,6700.7,1360.8,6831.9,25.381,25.381,627.02,288,579.27,1.319,0.998,7.18,1.019,18.085,0.284,0.951,0.981
3.144,9,8379.7,1386.8,7125,60.359,60.359,600.56,288,586.46,1.388,0.998,7.53,1.02,12.864,0.255,0.951,0.981
4.161,12,14725,1547.5,7802.4,113.78,113.78,655.61,288,612.65,1.656,0.998,8.953,1.022,17.833,0.353,0.951,0.981
5.14,15,21637,1924.3,8499.3,175.3,175.3,724.99,288,644.28,2.077,0.998,11.129,1.026,26.009,0.515,0.951,0.981
6.175,18,29794,2307.3,8833.5,246.26,246.26,793.13,288,674.79,2.5,0.998,13.275,1.03,35.295,0.699,0.951,0.981
7.148,21,38980,2678.1,9134.9,332.13,332.13,847.83,288,698.59,2.96,0.998,15.579,1.035,45.356,0.898,0.951,0.981
8.206,24,50998,3087.6,9320.1,438,438,945.19,288,740.46,3.572,0.998,18.507,1.041,61.818,1.224,0.951,0.981
9.3,27,72768,3560.4,9782,645,645,1109.2,288,787.87,4.492,0.998,22.653,1.049,91.838,1.818,0.951,0.981
1.138,3,3357.2,1419.1,6741.9,11.699,11.699,549.55,288,566.61,1.222,0.998,6.608,1.019,0,0.176,0.951,0.982
2.088,6,6614.4,1359,6833.4,25.05,25.05,624.34,288,578.8,1.316,0.998,7.157,1.019,18.896,0.282,0.951,0.982
3.144,9,8379.8,1386.8,7127.6,60.366,60.366,599.74,288,586.31,1.388,0.998,7.523,1.02,12.83,0.254,0.951,0.982
4.161,12,14725,1547.5,7804.4,113.79,113.79,654.72,288,612.49,1.656,0.998,8.944,1.022,17.791,0.352,0.951,0.982
5.14,15,21638,1924.3,8500.2,175.31,175.31,724,288,644.1,2.077,0.998,11.118,1.026,25.953,0.514,0.951,0.982
6.175,18,29795,2307.3,8834.5,246.31,246.31,792.02,288,674.57,2.499,0.998,13.261,1.03,35.222,0.697,0.951,0.982
7.148,21,38980,2678.1,9135.4,332.07,332.07,846.8,288,698.41,2.96,0.998,15.561,1.035,45.276,0.896,0.951,0.982
8.206,24,50998,3087.6,9320.5,438.13,438.13,944.16,288,740.3,3.571,0.998,18.486,1.041,61.721,1.222,0.951,0.982
9.3,27,72768,3560.4,9782.8,645.06,645.06,1108.3,288,787.73,4.49,0.998,22.626,1.049,91.731,1.816,0.951,0.982
1.138,3,4536,1415.7,6743,11.509,11.509,584.46,288,571.42,1.261,0.998,6.818,1.019,0,0.217,0.951,0.983
2.088,6,6425.6,1356.1,6834.2,24.517,24.517,619.29,288,577.93,1.31,0.998,7.117,1.019,20.189,0.276,0.951,0.983
3.144,9,8380,1386.8,7130.2,60.356,60.356,598.92,288,586.16,1.388,0.998,7.516,1.02,12.796,0.253,0.951,0.983
4.161,12,14725,1547.5,7806.4,113.79,113.79,653.83,288,612.33,1.656,0.998,8.935,1.022,17.748,0.351,0.951,0.983
5.14,15,21638,1924.3,8501.1,175.29,175.29,723.02,288,643.92,2.076,0.998,11.106,1.026,25.897,0.513,0.951,0.983
6.175,18,29795,2307.3,8835.6,246.32,246.32,790.91,288,674.35,2.499,0.998,13.248,1.03,35.15,0.696,0.951,0.983
7.148,21,38980,2678.1,9135.9,332.11,332.11,845.77,288,698.24,2.959,0.998,15.544,1.035,45.195,0.895,0.951,0.983
8.206,24,50998,3087.6,9320.9,438.04,438.04,943.13,288,740.14,3.57,0.998,18.465,1.041,61.625,1.22,0.951,0.983
9.3,27,72769,3560.4,9783.6,644.79,644.79,1107.4,288,787.59,4.489,0.998,22.599,1.049,91.627,1.814,0.951,0.983
1.138,3,4877.2,1413.3,6744.2,11.369,11.369,593.47,288,572.77,1.271,0.998,6.878,1.019,0,0.229,0.951,0.984
2.088,6,6349,1354.9,6835.9,24.297,24.297,616.71,288,577.45,1.307,0.998,7.095,1.019,20.555,0.274,0.951,0.984
3.144,9,8380,1386.8,7132.8,60.363,60.363,598.1,288,586.01,1.388,0.998,7.508,1.02,12.762,0.253,0.951,0.984
4.161,12,14725,1547.5,7808.4,113.79,113.79,652.95,288,612.16,1.656,0.998,8.926,1.022,17.706,0.35,0.951,0.984
5.14,15,21638,1924.3,8502,175.32,175.32,722.04,288,643.74,2.076,0.998,11.095,1.026,25.841,0.512,0.951,0.984
6.175,18,29795,2307.3,8836.6,246.28,246.28,789.8,288,674.13,2.499,0.998,13.234,1.03,35.077,0.694,0.951,0.984
7.148,21,38979,2678.1,9136.4,332.04,332.04,844.74,288,698.07,2.959,0.998,15.527,1.035,45.114,0.893,0.951,0.984
8.206,24,50998,3087.6,9321.2,438.12,438.12,942.1,288,739.98,3.569,0.998,18.443,1.041,61.528,1.218,0.951,0.984
9.3,27,72770,3560.4,9784.3,645.07,645.07,1106.5,288,787.45,4.488,0.998,22.572,1.049,91.521,1.812,0.951,0.984
1.138,3,5550,1406.8,6743,10.98,10.98,612.01,288,575.24,1.291,0.998,6.99,1.019,0,0.251,0.951,0.985
2.088,6,6230.8,1353.2,6837.5,23.992,23.992,613.15,288,576.84,1.303,0.998,7.067,1.019,21.191,0.271,0.951,0.985
3.144,9,8380.1,1386.8,7135.4,60.362,60.362,597.29,288,585.87,1.388,0.998,7.501,1.02,12.729,0.252,0.951,0.985
4.161,12,14725,1547.5,7810.5,113.79,113.79,652.06,288,612,1.656,0.998,8.917,1.022,17.663,0.35,0.951,0.985
5.14,15,21638,1924.3,8502.9,175.32,175.32,721.06,288,643.55,2.076,0.998,11.084,1.026,25.785,0.51,0.951,0.985
6.175,18,29795,2307.3,8837.6,246.27,246.27,788.7,288,673.91,2.498,0.998,13.22,1.03,35.005,0.693,0.951,0.985
7.148,21,38979,2678.1,9136.9,332.13,332.13,843.7,288,697.9,2.958,0.998,15.51,1.035,45.033,0.892,0.951,0.985
8.206,24,50998,3087.6,9321.6,438.02,438.02,941.08,288,739.82,3.568,0.998,18.422,1.041,61.433,1.216,0.951,0.985
9.3,27,72771,3560.4,9785.1,645.06,645.06,1105.7,288,787.31,4.487,0.998,22.544,1.049,91.416,1.81,0.951,0.985
1.138,3,6851.7,1387.8,6734.2,9.843,9.843,649.15,288,579.4,1.325,0.998,7.183,1.019,0,0.297,0.951,0.986
2.088,6,6049.3,1351.3,6838.9,23.644,23.644,608,288,575.99,1.297,0.998,7.028,1.019,21.871,0.265,0.951,0.986
3.144,9,8380.3,1386.8,7138,60.372,60.372,596.47,288,585.72,1.388,0.998,7.494,1.02,12.695,0.251,0.951,0.986
4.161,12,14725,1547.5,7812.5,113.8,113.8,651.18,288,611.84,1.655,0.998,8.908,1.022,17.621,0.349,0.951,0.986
5.14,15,21638,1924.3,8503.9,175.3,175.3,720.09,288,643.37,2.076,0.998,11.072,1.026,25.729,0.509,0.951,0.986
6.175,18,29796,2307.3,8838.7,246.3,246.3,787.59,288,673.68,2.498,0.998,13.207,1.03,34.933,0.692,0.951,0.986
7.148,21,38978,2678.1,9137.4,332.04,332.04,842.67,288,697.73,2.957,0.998,15.493,1.035,44.952,0.89,0.951,0.986
8.206,24,50998,3087.6,9321.9,438.14,438.14,940.05,288,739.66,3.567,0.998,18.401,1.041,61.337,1.214,0.951,0.986
9.3,27,72772,3560.4,9785.9,644.77,644.77,1104.8,288,787.18,4.485,0.998,22.518,1.049,91.312,1.808,0.951,0.986
1.138,3,7450.7,1363,6721.4,8.398,8.398,671.55,288,580.7,1.334,0.998,7.245,1.019,11.593,0.333,0.951,0.987
2.088,6,5978.2,1350.7,6841,23.528,23.528,605.42,288,575.56,1.295,0.998,7.008,1.019,22.01,0.263,0.951,0.987
3.144,9,8380.4,1386.8,7140.6,60.362,60.362,595.66,288,585.57,1.388,0.998,7.487,1.02,12.661,0.251,0.951,0.987
4.161,12,14725,1547.5,7814.5,113.81,113.81,650.3,288,611.68,1.655,0.998,8.899,1.022,17.579,0.348,0.951,0.987
5.14,15,21638,1924.3,8504.8,175.29,175.29,719.12,288,643.19,2.075,0.998,11.061,1.026,25.674,0.508,0.951,0.987
6.175,18,29796,2307.3,8839.7,246.34,246.34,786.5,288,673.47,2.498,0.998,13.193,1.03,34.861,0.69,0.951,0.987
7.148,21,38978,2678.1,9138,332.13,332.13,841.64,288,697.56,2.957,0.998,15.476,1.035,44.871,0.888,0.951,0.987
8.206,24,50997,3087.6,9322.3,438.03,438.03,939.04,288,739.5,3.566,0.998,18.38,1.041,61.241,1.212,0.951,0.987
9.3,27,72773,3560.4,9786.6,645.06,645.06,1103.9,288,787.04,4.484,0.998,22.491,1.049,91.208,1.806,0.951,0.987
1.138,3,7107.8,1341.3,6710.1,7.172,7.172,667.12,288,578.95,1.319,0.998,7.161,1.019,22.211,0.333,0.951,0.988
2.088,6,5644.8,1347.9,6841.9,23.022,23.022,596.42,288,574.09,1.284,0.998,6.941,1.019,22.742,0.253,0.951,0.988
3.144,9,8380.5,1386.8,7143.2,60.369,60.369,594.85,288,585.42,1.387,0.998,7.479,1.02,12.628,0.25,0.951,0.988
4.161,12,14725,1547.5,7816.6,113.8,113.8,649.42,288,611.52,1.655,0.998,8.89,1.022,17.537,0.347,0.951,0.988
5.14,15,21638,1924.3,8505.7,175.32,175.32,718.15,288,643.01,2.075,0.998,11.05,1.026,25.618,0.507,0.951,0.988
6.175,18,29796,2307.3,8840.7,246.35,246.35,785.4,288,673.25,2.497,0.998,13.179,1.03,34.79,0.689,0.951,0.988
7.148,21,38978,2678.1,9138.5,332.11,332.11,840.62,288,697.39,2.956,0.998,15.46,1.035,44.791,0.887,0.951,0.988
8.206,24,50997,3087.6,9322.7,438.11,438.11,938.02,288,739.34,3.565,0.998,18.359,1.041,61.146,1.211,0.951,0.988
9.3,27,72773,3560.4,9787.3,644.9,644.9,1103,288,786.91,4.483,0.998,22.464,1.049,91.104,1.803,0.951,0.988
1.138,3,6325.6,1326.3,6702.6,6.334,6.334,649.2,288,575.73,1.293,0.998,7.011,1.019,28.278,0.316,0.951,0.989
2.088,6,5659.9,1348.2,6844.6,23.075,23.075,595.96,288,574.03,1.284,0.998,6.938,1.019,22.7,0.252,0.951,0.989
3.144,9,8380.6,1386.8,7145.8,60.377,60.377,594.04,288,585.27,1.387,0.998,7.472,1.02,12.594,0.249,0.951,0.989
4.161,12,14726,1547.5,7818.6,113.81,113.81,648.55,288,611.36,1.655,0.998,8.881,1.022,17.495,0.346,0.951,0.989
5.14,15,21639,1924.3,8506.6,175.33,175.33,717.18,288,642.83,2.075,0.998,11.038,1.026,25.563,0.506,0.951,0.989
6.175,18,29797,2307.3,8841.8,246.27,246.27,784.31,288,673.03,2.497,0.998,13.166,1.03,34.718,0.687,0.951,0.989
7.148,21,38977,2678.1,9139,332.15,332.15,839.6,288,697.23,2.956,0.998,15.443,1.035,44.711,0.885,0.951,0.989
8.206,24,50997,3087.6,9323,438.05,438.05,937.01,288,739.18,3.564,0.998,18.338,1.041,61.051,1.209,0.951,0.989
9.3,27,72774,3560.4,9788.1,645.13,645.13,1102.2,288,786.77,4.482,0.998,22.437,1.049,91,1.801,0.951,0.989
1.138,3,4833.6,1312.6,6695.4,5.583,5.583,612.26,288,569.93,1.247,0.998,6.75,1.019,32.888,0.275,0.951,0.99
2.088,6,5435,1346.9,6846.4,22.855,22.855,589.51,288,573.07,1.277,0.998,6.895,1.019,23.17,0.245,0.951,0.99
3.144,9,8380.7,1386.8,7148.3,60.378,60.378,593.23,288,585.12,1.387,0.998,7.465,1.02,12.56,0.249,0.951,0.99
4.161,12,14725,1547.5,7820.6,113.81,113.81,647.67,288,611.2,1.655,0.998,8.873,1.022,17.453,0.345,0.951,0.99
5.14,15,21638,1924.3,8507.5,175.3,175.3,716.22,288,642.65,2.074,0.998,11.027,1.026,25.507,0.505,0.951,0.99
6.175,18,29797,2307.3,8842.8,246.28,246.28,783.22,288,672.81,2.496,0.998,13.152,1.03,34.647,0.686,0.951,0.99
7.148,21,38977,2678.1,9139.5,332.15,332.15,838.58,288,697.06,2.955,0.998,15.426,1.035,44.631,0.884,0.951,0.99
8.206,24,50997,3087.6,9323.4,438.02,438.02,936,288,739.02,3.564,0.998,18.317,1.041,60.956,1.207,0.951,0.99
9.3,27,72775,3560.4,9788.8,644.88,644.88,1101.3,288,786.64,4.481,0.998,22.41,1.049,90.896,1.799,0.951,0.99
1.138,3,3731.5,1308.2,6694,5.341,5.341,582.19,288,565.44,1.212,0.998,6.556,1.019,33.556,0.241,0.951,0.991
2.088,6,5246.2,1346,6848.4,22.676,22.676,583.69,288,572.06,1.271,0.998,6.85,1.019,22.919,0.239,0.951,0.991
3.144,9,8380.8,1386.8,7150.9,60.372,60.372,592.42,288,584.97,1.387,0.998,7.458,1.02,12.527,0.248,0.951,0.991
4.161,12,14726,1547.5,7822.6,113.81,113.81,646.8,288,611.04,1.654,0.998,8.864,1.022,17.411,0.345,0.951,0.991
5.14,15,21639,1924.3,8508.4,175.35,175.35,715.26,288,642.47,2.074,0.998,11.016,1.026,25.452,0.504,0.951,0.991
6.175,18,29797,2307.2,8843.8,246.33,246.33,782.14,288,672.59,2.496,0.998,13.139,1.03,34.576,0.685,0.951,0.991
7.148,21,38977,2678.1,9140,332.11,332.11,837.56,288,696.89,2.954,0.998,15.409,1.035,44.551,0.882,0.951,0.991
8.206,24,50997,3087.6,9323.7,438.13,438.13,935,288,738.87,3.563,0.998,18.296,1.041,60.862,1.205,0.951,0.991
9.3,27,72775,3560.4,9789.5,645.03,645.03,1100.4,288,786.51,4.479,0.998,22.383,1.049,90.792,1.797,0.951,0.991
1.138,3,1022.7,1316.3,6698.3,5.748,5.748,495.14,288,552.23,1.121,0.998,6.02,1.019,24.972,0.135,0.951,0.992
2.088,6,5304,1346.3,6851.1,22.727,22.727,584.43,288,572.2,1.273,0.998,6.856,1.019,23.037,0.24,0.951,0.992
3.144,9,8380.9,1386.8,7153.5,60.375,60.375,591.62,288,584.83,1.387,0.998,7.451,1.02,12.493,0.247,0.951,0.992
4.161,12,14726,1547.5,7824.7,113.8,113.8,645.94,288,610.88,1.654,0.998,8.855,1.022,17.37,0.344,0.951,0.992
5.14,15,21639,1924.3,8509.4,175.31,175.31,714.29,288,642.29,2.074,0.998,11.005,1.026,25.397,0.503,0.951,0.992
6.175,18,29797,2307.2,8844.9,246.36,246.36,781.06,288,672.37,2.496,0.998,13.125,1.03,34.505,0.683,0.951,0.992
7.148,21,38976,2678.1,9140.5,332.05,332.05,836.55,288,696.72,2.954,0.998,15.392,1.035,44.471,0.88,0.951,0.992
8.206,24,50997,3087.6,9324.1,438.12,438.12,933.99,288,738.71,3.562,0.998,18.275,1.041,60.767,1.203,0.951,0.992
9.3,27,72777,3560.4,9790.3,645.02,645.02,1099.5,288,786.38,4.478,0.998,22.357,1.049,90.69,1.795,0.951,0.992
1.138,3,967.72,1317.5,6701.5,5.81,5.81,492.11,288,551.9,1.119,0.998,6.008,1.019,24.091,0.132,0.951,0.993
